gene_name	count	amino_acid_length	length
PNLIPRP3	31	467	50090
PNMA1	7	353	2634
PNMA3	112	463	4061
PNMA5	6	448	5303
PNMAL1	1	439	5072
PNMT	3	282	2494
PNN	13	717	8035
PNOC	2	176	26369
PNP	3	289	8140
PNPLA1	5	533	65392
PNPLA2	12	504	6671
PNPLA3	10	481	40749
PNPLA4	4	253	29492
PNPLA5	12	429	12335
PNPLA6	16	1375	27760
PNPLA7	41	1342	90582
PNPLA8	18	782	99244
PNPO	1	261	6782
PNPT1	16	783	59645
PNRC1	8	327	4409
PNRC2	1	139	3601
POC1A	4	407	79437
POC1B	240	478	106306
POC5	10	575	43364
PODN	8	661	23320
PODNL1	11	512	22204
PODXL	177	560	57955
PODXL2	3	605	43628
POF1B	5	595	102346
POFUT1	1	388	30787
POFUT2	7	429	23970
POGK	8	609	16900
POGLUT1	4	392	25770
POGZ	21	1410	56741
POLA1	27	1468	303067
POLA2	10	598	43827
POLB	4	335	33354
POLD1	21	1133	33812
POLD2	3	469	9671
POLD3	8	466	175266
POLD4	2	107	6195
POLDIP3	4	421	31241
POLE	83	2297	63603
POLE2	3	527	44867
POLE3	2	147	3437
POLE4	1	117	11636
POLG	80	1239	18558
POLG2	4	485	19252
POLH	5	713	42814
POLI	179	740	51862
POLK	7	870	89388
POLL	6	575	9388
POLM	4	508	10293
POLN	12	900	170203
POLQ	66	2590	114575
POLR1A	28	1720	85939
POLR1B	9	1173	35143
POLR1C	1	346	19883
POLR1E	2	481	17762
POLR2A	128	1970	30248
POLR2B	3	1174	53446
POLR2C	4	275	9623
POLR2D	2	142	11891
POLR2E	24	210	9004
POLR2F	1	158	89308
POLR2I	2	125	1636
POLR2J	1	127	5789
POLR2J2	28	158	34592
POLR2M	5	368	190729
POLR3A	68	1390	54396
POLR3B	106	1133	152540
POLR3C	5	534	18417
POLR3D	11	398	9496
POLR3E	21	708	37694
POLR3F	32	316	17516
POLR3G	1	223	42805
POLR3GL	1	218	14145
POLR3H	2	204	18802
POLR3K	1	108	7221
POLRMT	38	1245	16374
POM121	33	1249	72043
POM121C	18	1229	69482
POM121L12	3	296	1268
POMC	12	267	8050
POMGNT1	7	748	31623
POMT1	12	747	20904
POMT2	10	750	45928
POMZP3	2	249	17275
PON1	8	355	98685
PON2	1	375	30335
PON3	8	354	36424
POP1	20	1024	42537
POP4	2	220	13220
POP5	2	163	2634
POP7	11	140	1442
POPDC2	5	368	28867
POPDC3	3	291	21715
POR	7	724	87655
PORCN	3	461	11852
POSTN	6	836	36261
POT1	186	634	107597
POTEC	265	542	36246
POTED	505	584	31408
POTEE	166	1075	47083
POTEF	129	1075	55687
POTEG	147	508	36713
POTEH	102	545	31496
POTEM	127	508	36713
POU1F1	2	317	17183
POU2AF1	1	256	103378
POU2F1	21	766	206516
POU2F2	3	610	110474
POU2F3	24	438	83304
POU3F1	15	451	2927
POU3F2	2	443	4080
POU3F3	5	500	4960
POU3F4	1	361	1506
POU4F1	8	419	5176
POU4F2	233	409	3581
POU4F3	5	338	1496
POU5F1	1	360	11270
POU6F1	3	301	30758
POU6F2	9	691	515096
PPA1	7	289	31081
PPA2	4	349	105004
PPAN	25	794	8449
PPAN-P2RY11	25	794	8557
PPAP2A	2	285	110196
PPAP2B	3	311	150555
PPAP2C	5	309	10353
PPAPDC1A	2	271	132901
PPAPDC1B	4	264	6113
PPAPDC3	13	271	19568
PPARA	10	468	93229
PPARD	2	441	85633
PPARG	5	505	146988
PPARGC1A	9	798	149048
PPARGC1B	24	1023	124724
PPAT	5	517	42253
PPCDC	1	204	93907
PPCS	25	311	17268
PPDPF	2	140	1482
PPEF2	9	753	42704
PPFIA1	15	1202	113703
PPFIA3	111	1194	31637
PPFIA4	3	1186	52242
PPFIBP1	16	1011	172133
PPFIBP2	71	876	143829
PPHLN1	11	458	221268
PPIA	1	165	27884
PPIAL4A	2	164	784
PPIAL4G	17	164	659
PPIB	2	216	7393
PPIC	3	212	13491
PPID	10	370	14262
PPIE	1	314	71732
PPIF	6	207	7868
PPIG	8	754	57066
PPIL1	1	166	20197
PPIL2	3	527	47745
PPIL3	1	180	18396
PPIL4	2	492	41305
PPIL6	4	337	50956
PPIP5K1	3	1433	56770
PPIP5K2	5	1243	83087
PPL	47	1756	78234
PPM1A	4	455	53335
PPM1B	6	479	76415
PPM1D	2	605	64305
PPM1E	7	755	225753
PPM1F	13	454	33416
PPM1G	8	546	28493
PPM1H	8	514	291055
PPM1J	10	505	5483
PPM1K	5	372	27149
PPM1L	4	360	323305
PPM1M	7	459	4772
PPM1N	10	430	13733
PPOX	3	477	11603
PPP1CA	1	341	23000
PPP1CC	2	337	23259
PPP1R10	15	940	18211
PPP1R12A	4	1030	161897
PPP1R12B	10	982	244007
PPP1R12C	18	782	26646
PPP1R13B	15	1090	113838
PPP1R13L	10	828	26715
PPP1R14A	2	147	5354
PPP1R14B	2	147	2457
PPP1R14C	7	165	107281
PPP1R14D	1	200	13257
PPP1R15A	9	674	3665
PPP1R15B	7	713	8404
PPP1R16A	5	528	24152
PPP1R16B	3	567	117319
PPP1R17	1	155	21740
PPP1R18	2	613	11506
PPP1R1A	1	171	13272
PPP1R1C	1	116	177157
PPP1R2	2	205	28988
PPP1R21	7	780	74788
PPP1R26	17	1209	9814
PPP1R27	2	154	1558
PPP1R32	13	425	9811
PPP1R35	8	253	1283
PPP1R36	11	422	39478
PPP1R3A	7	1122	199143
PPP1R3C	5	317	4612
PPP1R3D	7	299	3458
PPP1R3F	13	799	31607
PPP1R3G	3	358	1735
PPP1R42	2	309	92505
PPP1R7	6	360	34076
PPP1R8	4	351	20898
PPP1R9A	15	1374	389213
PPP2CB	5	309	39857
PPP2R1A	5	589	37395
PPP2R1B	12	667	39519
PPP2R2B	11	509	496411
PPP2R2C	1	447	243022
PPP2R3A	29	1150	182218
PPP2R3B	1	575	52992
PPP2R3C	5	453	37050
PPP2R4	6	374	37996
PPP2R5A	4	486	76321
PPP2R5B	5	497	16920
PPP2R5C	2	555	166191
PPP2R5D	2	602	27843
PPP2R5E	2	467	172017
PPP3CA	4	521	324869
PPP3CC	5	521	100320
PPP3R1	2	189	77380
PPP3R2	3	173	3386
PPP4C	7	307	9399
PPP4R1	15	950	68449
PPP4R2	1	417	72414
PPP4R4	11	873	133607
PPP5C	12	499	45987
PPP6C	1	342	43366
PPP6R1	11	881	29215
PPP6R2	19	966	101781
PPP6R3	7	879	154616
PPRC1	33	1664	17295
PPT1	4	306	24996
PPTC7	33	304	52005
PPWD1	1	646	24313
PPYR1	12	375	0
PQLC1	5	271	49244
PQLC2	3	291	16974
PRADC1	1	188	5232
PRAF2	2	178	2917
PRAM1	31	670	13056
PRAME	8	509	11645
PRAMEF1	286	474	5231
PRAMEF10	80	474	5374
PRAMEF12	124	483	3065
PRAMEF13	63	474	5242
PRAMEF14	58	474	5242
PRAMEF15	2	478	7015
PRAMEF16	71	474	3006
PRAMEF17	46	474	2997
PRAMEF18	8	479	2833
PRAMEF2	214	474	4823
PRAMEF22	2	481	2838
PRAMEF4	83	478	6980
PRAMEF5	106	476	9238
PRAMEF6	153	476	119570
PRAMEF9	3	478	7015
PRAP1	2	152	5537
PRB1	323	198	43743
PRB2	421	416	109499
PRB4	68	247	3352
PRC1	13	620	29589
PRCC	11	491	50205
PRCD	2	54	25992
PRCP	5	517	147082
PRDM1	15	825	23619
PRDM10	25	1160	103129
PRDM11	7	511	132170
PRDM12	16	367	18387
PRDM13	54	717	8848
PRDM14	4	571	20042
PRDM15	155	1507	81206
PRDM16	24	1276	369453
PRDM2	191	1718	124881
PRDM4	11	801	28406
PRDM5	33	630	237951
PRDM6	74	595	105144
PRDM7	8	492	35506
PRDM8	35	689	20450
PRDM9	248	894	21442
PRDX1	3	199	12011
PRDX2	4	198	5060
PRDX3	3	256	11130
PRDX4	3	271	22137
PRDX5	1	214	3723
PRDX6	2	224	11541
PREB	6	417	3919
PRELID1	1	219	3185
PRELID2	4	189	363570
PRELP	3	382	15524
PREP	7	710	125519
PREPL	9	727	45581
PREX1	18	1659	203630
PREX2	24	1606	284912
PRF1	5	555	5427
PRG2	3	222	3863
PRG3	1	225	4381
PRG4	344	1404	18289
PRH2	1	166	3105
PRICKLE1	6	831	132017
PRICKLE2	13	900	351609
PRICKLE3	7	627	10815
PRICKLE4	27	384	9792
PRIM1	7	420	20777
PRKAA1	6	574	38995
PRKAA2	4	552	70013
PRKAB1	4	270	13877
PRKAB2	1	272	17444
PRKACA	1	351	26396
PRKACB	3	398	160436
PRKACG	3	351	1570
PRKAG1	2	340	16923
PRKAG2	69	569	321013
PRKAG3	5	489	9703
PRKAR1A	3	381	39539
PRKAR1B	7	381	178453
PRKAR2A	10	404	103249
PRKAR2B	2	418	117162
PRKCA	4	672	508107
PRKCB	6	673	384610
PRKCD	4	676	36708
PRKCDBP	1	293	1701
PRKCE	3	737	536645
PRKCG	1	710	28462
PRKCH	5	683	363417
PRKCI	8	596	83616
PRKCQ	8	706	153158
PRKCSH	169	535	15674
PRKCZ	6	592	134925
PRKD1	16	920	615417
PRKD2	6	888	42852
PRKD3	178	890	74306
PRKG1	3	686	1307165
PRKG2	7	762	126381
PRKRA	16	313	20098
PRKRIP1	5	184	62804
PRKRIR	7	761	31015
PRLH	4	87	601
PRLHR	2	370	2244
PRLR	7	622	181933
PRM1	1	51	514
PRM2	2	140	841
PRMT1	3	371	13243
PRMT10	8	845	46445
PRMT2	9	433	29957
PRMT3	2	531	121764
PRMT5	5	637	9074
PRMT6	6	375	2649
PRMT7	13	692	47589
PRND	1	176	6550
PRNP	10	253	15354
PROC	12	516	10819
PROCA1	21	338	8657
PROCR	7	238	5289
PRODH	15	600	23772
PRODH2	42	536	13311
PROK1	5	105	6154
PROKR1	9	393	11987
PROKR2	2	384	15061
PROL1	3	248	12312
PROM1	80	865	121302
PROM2	31	834	16855
PROP1	5	226	4007
PROS1	8	676	101029
PROSAPIP1	30	673	0
PROSC	2	275	17172
PROSER1	19	944	28249
PROSER2	16	435	48938
PROX1	5	737	58071
PROX2	11	592	10801
PROZ	8	422	13726
PRPF18	3	342	43941
PRPF19	11	504	15858
PRPF3	2	683	31719
PRPF31	3	499	16252
PRPF38A	1	312	16275
PRPF38B	12	546	9480
PRPF39	5	669	32183
PRPF40A	20	930	66404
PRPF40B	17	892	76448
PRPF4B	8	1007	43716
PRPF6	7	941	51965
PRPF8	19	2335	34253
PRPH	2	470	5430
PRPH2	2	346	25972
PRPS1L1	38	318	1081
PRPS2	4	321	32867
PRPSAP1	1	385	75035
PRPSAP2	7	369	91183
PRR11	22	360	49206
PRR12	51	2036	34796
PRR13	1	162	5040
PRR14	5	585	5723
PRR14L	33	2151	73884
PRR15	3	129	3484
PRR15L	4	103	5911
PRR16	5	304	223054
PRR18	2	295	2768
PRR19	1	356	8723
PRR21	52	389	1169
PRR22	17	422	1805
PRR23A	34	266	2306
PRR23B	5	265	1895
PRR23C	11	262	2790
PRR24	2	142	837
PRR25	330	402	8418
PRR3	2	188	6837
PRR5	9	411	68968
PRR5-ARHGAP8	11	643	160473
PRR5L	2	368	168916
PRRC1	13	462	37480
PRRC2A	171	2157	17051
PRRC2B	42	2229	106104
PRRG1	2	218	108020
PRRG2	15	202	10369
PRRG3	11	231	10800
PRRG4	10	226	28180
PRRT2	14	394	4024
PRRT3	16	981	6852
PRRT4	11	899	11360
PRRX1	4	245	76691
PRRX2	3	253	56955
PRSS1	2747	261	3604
PRSS12	12	875	72965
PRSS16	400	514	8923
PRSS21	8	314	9141
PRSS22	1	317	5443
PRSS23	7	383	161851
PRSS27	14	290	8133
PRSS3	3276	304	48715
PRSS33	1	280	3995
PRSS35	6	413	13229
PRSS36	6	855	11169
PRSS37	4	235	5201
PRSS38	6	326	30777
PRSS42	3	293	4553
PRSS48	146	328	14282
PRSS50	16	385	100459
PRSS53	10	553	6203
PRSS55	7	352	28620
PRSS57	5	283	9939
PRSS58	9	241	5915
PRSS8	4	343	4327
PRTFDC1	5	225	103997
PRTG	19	1150	131544
PRTN3	6	256	7212
PRUNE	10	453	27293
PRUNE2	2797	3088	294711
PRX	146	1461	19598
PSAP	9	526	35071
PSAPL1	11	521	4678
PSAT1	2	370	32950
PSCA	10	114	12416
PSD	23	1024	18920
PSD2	12	771	48645
PSD3	34	1049	557429
PSD4	13	1056	52071
PSEN1	7	467	87273
PSEN2	8	481	25921
PSENEN	1	101	1896
PSG1	61	428	13358
PSG11	6	335	18856
PSG2	26	335	18834
PSG3	29	475	18931
PSG4	35	419	14597
PSG5	7	428	20280
PSG6	11	435	17484
PSG8	4	426	103005
PSG9	8	426	57739
PSIP1	2	530	46953
PSKH1	4	424	36406
PSKH2	2	385	40248
PSMA1	3	269	149852
PSMA3	1	255	27181
PSMA4	1	261	8857
PSMA5	4	241	27409
PSMA6	1	252	38860
PSMA7	3	248	6705
PSMA8	7	256	59503
PSMB1	4	241	18224
PSMB11	17	300	1893
PSMB2	4	201	40260
PSMB3	1	205	11495
PSMB4	2	264	2410
PSMB5	1	263	18687
PSMB6	1	239	2351
PSMB7	4	277	61978
PSMB9	2	219	15449
PSMC1	3	440	16129
PSMC2	5	433	25141
PSMC3	18	439	7673
PSMC4	5	418	10436
PSMC5	4	406	4867
PSMC6	6	403	21415
PSMD1	5	953	115963
PSMD10	3	226	7411
PSMD12	5	456	28711
PSMD13	7	378	16437
PSMD14	1	310	103679
PSMD2	13	908	10345
PSMD3	3	534	17163
PSMD4	4	380	12776
PSMD5	2	504	27488
PSMD6	7	442	13433
PSMD7	2	324	9513
PSMD8	2	350	9288
PSMD9	4	223	29566
PSME1	5	250	2809
PSME3	2	267	19372
PSME4	8	1843	106773
PSMF1	4	271	66690
PSMG1	1	288	9082
PSMG2	4	264	67002
PSMG3	2	122	3675
PSMG4	4	162	71970
PSORS1C1	30	152	25254
PSORS1C2	13	136	1814
PSPC1	37	523	108246
PSPH	6	225	40553
PSPN	1	164	3910
PSRC1	2	363	3630
PSTK	2	358	43132
PSTPIP1	10	416	43973
PSTPIP2	3	334	88736
PTAFR	8	342	46770
PTAR1	40	402	50437
PTBP1	11	557	15252
PTBP2	9	548	102073
PTBP3	1	558	115232
PTCD1	19	749	49425
PTCD2	3	388	39858
PTCD3	17	689	35975
PTCH2	18	1203	23219
PTCHD1	4	888	70356
PTCHD2	22	1392	58418
PTCRA	8	281	9846
PTDSS1	123	473	75280
PTDSS2	3	487	43125
PTER	3	349	76794
PTF1A	3	328	1925
PTGDR	4	359	9011
PTGDR2	5	395	5031
PTGDS	1	224	7931
PTGER1	1	402	2896
PTGER2	9	358	14301
PTGER3	2	429	195455
PTGER4	2	488	14237
PTGES2	9	377	7769
PTGES3	1	160	25032
PTGES3L	8	166	12440
PTGES3L-AARSD1	17	586	30002
PTGFR	6	359	235866
PTGFRN	15	879	80301
PTGIR	10	386	4650
PTGIS	4	500	64272
PTGR1	48	329	50133
PTGR2	6	351	34983
PTGS1	22	599	25158
PTGS2	7	604	8636
PTH1R	15	593	26051
PTH2	3	100	1027
PTH2R	7	550	494789
PTHLH	1	209	14621
PTK2	11	1096	344316
PTK2B	9	1009	147904
PTK6	9	451	8945
PTK7	33	1078	85451
PTOV1	4	416	10009
PTP4A1	1	173	61826
PTP4A2	2	167	38435
PTP4A3	1	173	39527
PTPDC1	14	806	79062
PTPLA	2	288	27418
PTPLAD1	4	400	47931
PTPLAD2	3	232	36329
PTPLB	4	254	94365
PTPMT1	5	201	8031
PTPN1	4	435	74408
PTPN12	3	780	102796
PTPN13	26	2490	220856
PTPN14	15	1187	203753
PTPN18	85	460	19402
PTPN2	3	415	144165
PTPN21	130	1174	88955
PTPN22	3	807	57948
PTPN23	23	1636	32430
PTPN3	18	913	122844
PTPN4	16	926	224187
PTPN5	14	565	64793
PTPN6	8	624	14848
PTPN7	7	465	14575
PTPN9	6	593	112168
PTPRA	5	813	174892
PTPRB	21	2215	120590
PTPRC	24	1306	118611
PTPRCAP	1	206	2557
PTPRD	34	1912	2298477
PTPRE	5	700	178794
PTPRF	15	1907	98485
PTPRG	13	1445	736045
PTPRH	14	1115	28258
PTPRJ	11	1337	187557
PTPRK	17	1472	551946
PTPRM	36	1466	840079
PTPRN	18	889	20025
PTPRN2	30	1038	1048730
PTPRO	16	1216	275002
PTPRR	5	657	282770
PTPRS	14	1949	182308
PTPRT	15	1463	1117218
PTPRU	20	1446	90297
PTPRZ1	285	2315	188947
PTRF	6	390	21065
PTRH2	4	180	32990
PTS	7	145	43590
PTTG1	4	202	6919
PTTG1IP	10	180	24252
PTX3	2	381	6839
PTX4	12	478	3095
PUF60	10	559	13515
PUM1	13	1224	134485
PUM2	4	1066	103543
PURB	3	312	9064
PURG	2	347	37910
PUS1	10	427	14661
PUS10	157	529	78037
PUS3	4	481	9735
PUS7	3	661	82606
PUS7L	5	701	30210
PUSL1	5	303	3110
PVR	8	417	19752
PVRIG	5	326	3249
PVRL1	25	517	105674
PVRL2	7	538	43053
PVRL3	11	549	205492
PVRL4	11	510	18604
PWP1	8	501	27435
PWP2	46	919	23892
PWWP2A	9	755	57622
PWWP2B	6	590	20695
PXDC1	4	231	29412
PXDN	22	1479	112965
PXDNL	32	1463	489867
PXK	36	578	93141
PXMP4	3	212	13613
PXN	5	605	55324
PYCARD	2	195	1965
PYCR1	2	346	10028
PYCR2	2	320	4400
PYCRL	4	286	5860
PYDC1	1	89	1397
PYGB	38	843	49945
PYGL	8	847	86845
PYGM	20	842	13908
PYGO1	10	419	50057
PYGO2	6	406	6827
PYHIN1	21	492	46258
PYROXD2	8	581	31619
PYY	1	97	51731
PZP	29	1482	59530
QARS	7	775	9188
QDPR	10	244	51973
QKI	1	341	164596
QPCT	3	361	28748
QPCTL	6	382	11506
QPRT	1	297	35420
QRFP	9	136	410
QRFPR	4	431	51747
QRICH1	6	776	64656
QRICH2	439	1663	33631
QRSL1	26	528	38839
QSER1	8	1735	100138
QSOX1	9	747	49196
QSOX2	6	698	39508
QTRT1	3	403	12007
QTRTD1	5	427	82589
R3HCC1	3	480	26159
R3HCC1L	14	778	110267
R3HDM1	5	1100	193815
R3HDM2	6	1010	181396
R3HDM4	5	268	16737
R3HDML	5	253	14249
RAB11A	3	216	165937
RAB11B	1	218	14453
RAB11FIP1	18	1283	40849
RAB11FIP2	10	532	41687
RAB11FIP3	2	801	97392
RAB11FIP4	7	637	146594
RAB11FIP5	8	653	83339
RAB12	3	244	29936
RAB13	1	203	4707
RAB14	1	215	44877
RAB15	7	212	26962
RAB17	3	212	27292
RAB18	1	289	37946
RAB1A	1	205	59405
RAB1B	1	201	8959
RAB20	1	234	38663
RAB21	51	225	36045
RAB22A	2	194	57811
RAB23	2	237	33471
RAB24	3	203	2546
RAB25	3	213	9344
RAB26	3	256	13362
RAB27A	3	221	116147
RAB27B	2	218	177656
RAB28	1	221	123011
RAB2A	2	212	106770
RAB2B	1	216	17953
RAB31	1	195	154386
RAB32	29	225	11272
RAB33B	3	229	23377
RAB34	1	316	4148
RAB36	7	333	19024
RAB38	3	211	62225
RAB39B	1	213	6348
RAB3C	5	227	277165
RAB3D	2	219	24224
RAB3GAP1	19	988	124129
RAB3GAP2	52	1393	124161
RAB3IL1	6	382	22968
RAB3IP	1	476	84523
RAB40A	4	277	19739
RAB40AL	10	278	1028
RAB40B	1	278	43755
RAB40C	11	281	39915
RAB41	3	222	2909
RAB42	4	105	3243
RAB43	1	212	35232
RAB4A	1	218	34819
RAB4B	1	213	18726
RAB5A	1	215	38096
RAB5B	2	215	20793
RAB5C	9	281	30041
RAB6C	26	254	3076
RAB7L1	1	203	7474
RAB9A	7	201	21381
RABAC1	2	185	2709
RABEP1	5	862	103571
RABEP2	5	569	32105
RABEPK	5	372	33616
RABGAP1	165	1069	164033
RABGAP1L	4	815	835897
RABGEF1	3	505	129300
RABGGTA	6	567	6201
RABGGTB	2	331	8885
RABIF	1	123	10178
RABL2A	11	238	16167
RABL2B	2	238	16162
RABL3	3	236	56312
RABL5	2	185	8129
RABL6	19	730	33265
RAC1	4	211	29454
RAC2	4	192	19187
RAC3	2	192	2580
RACGAP1	8	632	56213
RAD1	5	282	13725
RAD17	22	681	45508
RAD18	5	495	188369
RAD21	17	631	28931
RAD21L1	4	556	70365
RAD23A	1	363	7787
RAD23B	3	409	49057
RAD50	5	1312	88602
RAD51AP1	2	352	21264
RAD51AP2	23	1159	7855
RAD51B	104	425	910439
RAD51C	22	376	41769
RAD51D	4	272	21730
RAD52	10	418	77976
RAD54B	23	910	103149
RAD54L	10	747	30785
RAD54L2	17	1467	122014
RAD9A	10	391	6705
RAD9B	15	429	30431
RADIL	38	1075	86664
RAE1	5	437	28201
RAET1E	101	263	14727
RAET1G	8	334	6243
RAET1L	7	246	7198
RAF1	11	668	80625
RAG1	14	1043	82447
RAG2	8	527	22705
RAI1	365	1906	129980
RAI14	10	983	176390
RAI2	4	530	61288
RALA	1	206	84641
RALB	1	228	54649
RALBP1	7	655	63107
RALGAPA1	27	2083	270952
RALGAPA2	45	1873	322935
RALGAPB	13	1494	106045
RALGDS	15	985	66194
RALGPS1	5	557	308392
RALGPS2	4	583	194938
RALY	145	306	114662
RAMP1	2	148	53220
RAMP3	3	151	28511
RAN	2	234	5799
RANBP1	1	203	11417
RANBP10	98	650	83550
RANBP17	12	1088	438145
RANBP2	62	3224	66330
RANBP3	26	567	62003
RANBP3L	6	490	53680
RANBP6	7	1105	4575
RANBP9	4	729	90066
RANGAP1	17	587	40640
RAP1A	2	184	174473
RAP1B	1	184	49753
RAP1GAP	6	748	73093
RAP1GAP2	7	730	260683
RAP1GDS1	10	608	182477
RAPGEF1	12	1095	163304
RAPGEF2	11	1499	255991
RAPGEF3	24	923	36368
RAPGEF4	12	1011	317619
RAPGEF6	9	1609	211315
RAPGEFL1	8	511	18645
RAPH1	43	1302	141065
RAPSN	2	424	11422
RARA	12	478	47650
RARB	2	455	423600
RARG	15	454	22410
RARRES1	31	294	35804
RARRES2	2	163	3355
RARRES3	3	164	9653
RARS	7	660	32854
RARS2	6	578	75625
RASA1	10	1047	124043
RASA2	10	850	128295
RASA3	14	834	150892
RASA4	25	803	37111
RASAL1	130	806	37420
RASAL2	10	1280	385780
RASAL3	20	1011	12947
RASD1	2	281	1958
RASD2	5	266	13133
RASEF	17	740	83592
RASGEF1A	2	489	72384
RASGEF1B	5	473	617850
RASGEF1C	6	466	108358
RASGRF1	20	1273	130826
RASGRF2	16	1237	269484
RASGRP1	5	848	77472
RASGRP2	3	610	18545
RASGRP3	8	690	128426
RASGRP4	10	673	17250
RASIP1	10	963	20134
RASL10A	1	203	6746
RASL10B	2	203	11872
RASL11A	8	242	3363
RASL12	3	266	23349
RASSF1	56	344	11192
RASSF2	8	326	43622
RASSF3	2	238	87054
RASSF4	5	330	36484
RASSF5	4	418	81737
RASSF6	3	369	49081
RASSF7	8	373	3617
RASSF9	7	435	32017
RAVER1	11	756	17428
RAVER2	4	691	88137
RAX	3	346	7051
RAX2	3	230	3146
RB1CC1	33	1594	123387
RBAK	20	714	23667
RBBP4	1	425	35069
RBBP5	4	538	35873
RBBP6	420	1792	35170
RBBP7	3	469	31131
RBBP8	9	902	228227
RBBP8NL	20	664	17296
RBBP9	7	186	10703
RBCK1	4	510	23468
RBFA	8	343	12039
RBFOX1	12	466	1694245
RBFOX2	31	451	289690
RBFOX3	260	358	426803
RBKS	8	322	109734
RBL1	12	1068	1393
RBL2	17	1139	57672
RBM10	9	930	41944
RBM11	22	281	12242
RBM12	33	932	16031
RBM12B	40	1001	11661
RBM14	7	669	10765
RBM14-RBM4	9	364	29843
RBM15	15	977	8171
RBM15B	4	890	6599
RBM17	2	401	28470
RBM19	49	960	149633
RBM20	5	1227	195072
RBM22	4	420	10313
RBM23	198	439	18539
RBM25	4	843	62978
RBM26	19	1008	94650
RBM27	68	1060	135701
RBM28	20	759	46224
RBM3	26	169	4617
RBM33	18	1170	137034
RBM34	4	430	30274
RBM38	3	239	17926
RBM39	2	530	38703
RBM4	9	364	50056
RBM41	1	413	54407
RBM42	2	480	8656
RBM43	35	357	13939
RBM44	12	1052	44419
RBM45	10	474	26587
RBM46	7	533	47600
RBM47	25	593	207620
RBM48	4	376	9232
RBM4B	4	359	12923
RBM5	23	815	30113
RBM6	14	1123	160038
RBM7	1	267	14173
RBM8A	1	174	5938
RBMS1	127	419	221643
RBMS2	6	407	69032
RBMS3	3	437	729413
RBMX	122	391	32760
RBMX2	1	322	11374
RBMXL1	254	390	13504
RBMXL2	6	392	2214
RBMY1A1	2	496	37954
RBP1	5	197	22395
RBP2	2	134	27863
RBP3	27	1247	9504
RBP4	1	201	10057
RBP5	5	135	5258
RBP7	3	134	18814
RBPJ	8	500	271464
RBPJL	5	517	10312
RBPMS	3	224	187834
RBPMS2	2	209	35695
RC3H1	8	1133	91083
RC3H2	48	1191	60785
RCAN1	11	252	102001
RCAN2	3	243	271234
RCAN3	1	241	38143
RCBTB1	7	531	53637
RCBTB2	8	556	44274
RCC1	4	452	33357
RCC2	16	522	32964
RCCD1	6	376	8249
RCE1	3	329	3711
RCHY1	3	261	35727
RCL1	2	373	93048
RCN1	4	331	293362
RCN2	1	335	18641
RCN3	10	328	19344
RCOR1	5	485	137915
RCOR2	6	523	5623
RCOR3	1	553	58008
RCSD1	61	416	76156
RCVRN	1	200	9301
RD3	2	195	16395
RDH10	18	341	30669
RDH11	2	318	19013
RDH12	5	316	32566
RDH13	9	331	32183
RDH14	4	336	5957
RDH16	9	317	7939
RDH5	3	318	4338
RDH8	3	331	9030
RDM1	3	284	12707
RDX	7	604	121842
REC8	15	546	8401
RECK	7	971	88018
RECQL	40	649	32758
RECQL5	23	991	40344
REEP1	3	208	124090
REEP2	3	254	7952
REEP3	4	255	103760
REEP4	5	257	3931
REEP5	1	189	46152
REEP6	4	184	6761
REG1A	12	166	3057
REG1B	2	166	2989
REG3A	104	175	2747
REG3G	3	175	2819
REG4	1	158	17642
REL	6	619	50089
RELA	6	551	9498
RELB	7	579	36764
RELL1	3	271	95576
RELL2	1	303	4127
RELN	63	3460	517732
RELT	7	430	21210
REM1	6	298	9612
REM2	3	340	4521
REN	1	406	11521
RENBP	5	427	9516
REPIN1	100	624	5855
REPS1	3	796	84768
REPS2	5	660	206581
RERE	75	1566	465245
RERG	7	199	240892
RERGL	2	205	239238
REST	18	1097	27935
RETNLB	128	111	13960
RETSAT	195	610	12532
REV1	4	1251	89559
REV3L	26	3130	184684
REXO1	105	1221	33204
REXO2	2	237	10893
REXO4	15	422	11978
RFC1	6	1148	78919
RFC2	1	354	22945
RFC3	10	356	148509
RFC4	4	363	17178
RFC5	1	340	19542
RFESD	1	210	38019
RFFL	3	363	83329
RFNG	4	331	3929
RFPL1	191	317	3872
RFPL2	5	378	14296
RFPL3	6	317	6276
RFPL4A	29	287	4161
RFT1	7	541	41979
RFTN1	13	578	200452
RFTN2	11	501	107821
RFWD2	15	731	262662
RFWD3	14	774	45487
RFX1	13	979	45501
RFX2	6	723	206408
RFX3	7	749	307707
RFX4	5	744	179896
RFX5	5	616	6717
RFX6	8	928	54951
RFX8	3	586	77342
RFXANK	7	260	9670
RFXAP	3	272	9880
RGCC	1	137	13323
RGL1	13	803	292445
RGL2	1	777	7670
RGL3	25	716	35001
RGL4	6	535	11040
RGMA	5	458	45797
RGMB	3	478	29993
RGP1	8	431	9369
RGPD1	6	1756	106028
RGPD3	87	1766	63386
RGPD4	35	1766	63909
RGPD5	24	1765	64937
RGPD6	21	1765	63373
RGPD8	146	1765	64396
RGR	3	295	14907
RGS1	2	209	4304
RGS10	4	181	42880
RGS11	9	467	7680
RGS12	23	1447	146885
RGS13	5	159	24115
RGS14	8	566	14764
RGS16	2	202	5785
RGS17	7	210	126790
RGS19	4	217	6789
RGS2	1	211	3234
